country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Bermuda,BMU,17/2/21,,,,,536,,,,8607,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,18/2/21,,,,,540,,,,8671,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,19/2/21,,,,,545,,,,8752,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,20/2/21,,,,,550,,,,8832,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,21/2/21,,,,,555,,,,8912,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,22/2/21,17073,12304,4769,,560,27.42,19.76,7.66,8993,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,23/2/21,,,,,584,,,,9378,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,24/2/21,,,,,607,,,,9747,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,25/2/21,,,,,631,,,,10133,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,26/2/21,,,,,655,,,,10518,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,27/2/21,20705,13659,7046,,679,33.25,21.93,11.31,10904,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,28/2/21,,,,,648,,,,10406,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,1/3/21,21387,,,,616,34.34,,,9892,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,2/3/21,,,,,695,,,,11161,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bermuda,BMU,3/3/21,23939,15294,8645,,773,38.44,24.56,13.88,12413,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/minister-covid-19-vaccine-bermuda/
Bolivia,BOL,28/1/21,0,,,,,0,,,,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,29/1/21,12,,,12,12,0,,,1,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,30/1/21,39,,,27,20,0,,,2,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,31/1/21,67,,,28,22,0,,,2,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,1/2/21,570,,,503,142,0,,,12,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,2/2/21,1593,,,1023,319,0.01,,,27,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,3/2/21,3560,,,1967,593,0.03,,,51,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,4/2/21,,,,,627,,,,54,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,5/2/21,,,,,743,,,,64,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,6/2/21,,,,,857,,,,73,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,7/2/21,,,,,971,,,,83,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,8/2/21,,,,,1017,,,,87,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,9/2/21,,,,,989,,,,85,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,10/2/21,,,,,826,,,,71,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,11/2/21,10167,,,,826,0.09,,,71,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,12/2/21,,,,,778,,,,67,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,13/2/21,,,,,730,,,,63,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,14/2/21,,,,,682,,,,58,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,15/2/21,,,,,634,,,,54,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,16/2/21,,,,,586,,,,50,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,17/2/21,,,,,538,,,,46,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,18/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,19/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,20/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,21/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,22/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,23/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,24/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,25/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,26/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,27/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,28/2/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,1/3/21,,,,,491,,,,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,2/3/21,19487,10325,9162,,491,0.17,0.09,0.08,42,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,3/3/21,19865,10325,9540,378,474,0.17,0.09,0.08,41,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,4/3/21,20025,10325,9700,160,427,0.17,0.09,0.08,37,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,5/3/21,20110,10325,9785,85,369,0.17,0.09,0.08,32,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,6/3/21,106182,96397,9785,86072,12595,0.91,0.83,0.08,1079,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,7/3/21,106905,97120,9785,723,12628,0.92,0.83,0.08,1082,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,8/3/21,112066,102236,9830,5161,13296,0.96,0.88,0.08,1139,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,9/3/21,119080,109210,9870,7014,14228,1.02,0.94,0.08,1219,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,10/3/21,126889,117011,9878,7809,15289,1.09,1,0.08,1310,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Bolivia,BOL,11/3/21,132286,122348,9938,5397,16037,1.13,1.05,0.09,1374,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1370191660093743109
Brazil,BRA,16/1/21,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,17/1/21,112,112,,112,112,0,0,,1,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,18/1/21,1109,1109,,997,554,0,0,,3,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,19/1/21,11470,11470,,10361,3823,0.01,0.01,,18,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,20/1/21,28543,28543,,17073,7136,0.01,0.01,,34,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,21/1/21,136519,136519,,107976,27304,0.06,0.06,,128,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,22/1/21,245877,245877,,109358,40980,0.12,0.12,,193,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,23/1/21,537774,537774,,291897,76825,0.25,0.25,,361,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,24/1/21,604722,604722,,66948,86373,0.28,0.28,,406,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,25/1/21,700608,700608,,95886,99928,0.33,0.33,,470,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,26/1/21,848883,848883,,148275,119630,0.4,0.4,,563,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,27/1/21,1129885,1129885,,281002,157335,0.53,0.53,,740,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,28/1/21,1450900,1450900,,321015,187769,0.68,0.68,,883,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,29/1/21,1668032,1656851,,217132,203165,0.78,0.78,,956,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,30/1/21,2003211,1923813,,335179,209348,0.94,0.91,,985,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,31/1/21,2074059,2046523,,70848,209905,0.98,0.96,,988,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,1/2/21,2124307,2107624,,50248,203386,1,0.99,,957,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,2/2/21,2292551,2292551,,168244,206238,1.08,1.08,,970,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,3/2/21,2521704,2521704,,229153,198831,1.19,1.19,,935,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,4/2/21,3073057,3073057,,551353,231737,1.45,1.45,,1090,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,5/2/21,3074906,3074906,,1849,200982,1.45,1.45,,946,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,6/2/21,3401383,3399421,1962,326477,199739,1.6,1.6,0,940,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,7/2/21,3553681,3534004,19677,152298,211375,1.67,1.66,0.01,994,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,8/2/21,3605538,3579850,25688,51857,211604,1.7,1.68,0.01,996,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,9/2/21,3820207,3786591,33616,214669,218237,1.8,1.78,0.02,1027,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,10/2/21,4120332,4069677,50655,300125,228375,1.94,1.91,0.02,1074,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,11/2/21,4406835,4326075,80760,286503,190540,2.07,2.04,0.04,896,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,12/2/21,4696136,4586270,109866,289301,231604,2.21,2.16,0.05,1090,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,13/2/21,5125206,4946738,178468,429070,246260,2.41,2.33,0.08,1159,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,14/2/21,5236943,5042713,194230,111737,240466,2.46,2.37,0.09,1131,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,15/2/21,5293979,5076110,217869,57036,241206,2.49,2.39,0.1,1135,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,16/2/21,5609937,5324317,285620,315958,255676,2.64,2.5,0.13,1203,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,17/2/21,5883539,5326007,557532,273602,251887,2.77,2.51,0.26,1185,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,18/2/21,6206680,5482925,723755,323141,257121,2.92,2.58,0.34,1210,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,19/2/21,6535156,5640483,894673,328476,262717,3.07,2.65,0.42,1236,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,20/2/21,6813168,5756361,1056807,278012,241137,3.21,2.71,0.5,1134,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,21/2/21,6950802,5817908,1132894,137634,244837,3.27,2.74,0.53,1152,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,22/2/21,7028356,5857080,1171276,77554,247768,3.31,2.76,0.55,1166,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,23/2/21,7297061,6002873,1294188,268705,241018,3.43,2.82,0.61,1134,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,24/2/21,7551676,6116082,1435594,254615,238305,3.55,2.88,0.68,1121,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,25/2/21,7799000,6202055,1596945,247324,227474,3.67,2.92,0.75,1070,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,26/2/21,8101787,6346769,1755018,302787,223804,3.81,2.99,0.83,1053,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,27/2/21,8322042,6437836,1884206,220255,215553,3.92,3.03,0.89,1014,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,28/2/21,8433568,6518628,1914940,111526,211824,3.97,3.07,0.9,997,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,1/3/21,8465403,6542206,1923197,31835,205292,3.98,3.08,0.9,966,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,2/3/21,8841027,6806293,2034734,375624,220567,4.16,3.2,0.96,1038,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,3/3/21,9277322,7114219,2163103,436295,246521,4.36,3.35,1.02,1160,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,4/3/21,9739676,7417852,2321824,462354,277239,4.58,3.49,1.09,1304,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,5/3/21,10169160,7701146,2468014,429484,295339,4.78,3.62,1.16,1389,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,6/3/21,,,,,269398,,,,1267,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,7/3/21,,,,,258989,,,,1218,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,8/3/21,,,,,259965,,,,1223,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,9/3/21,,,,,211828,,,,997,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,10/3/21,10362487,7851531,2510956,,155024,4.88,3.69,1.18,729,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Brazil,BRA,11/3/21,10740859,8092244,2648615,378372,143026,5.05,3.81,1.25,673,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Bulgaria,BGR,29/12/20,1719,1719,,,,0.02,0.02,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,30/12/20,4608,4608,,2889,2889,0.07,0.07,,416,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,31/12/20,,,,,1477,,,,213,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,1/1/21,4739,4739,,,1007,0.07,0.07,,145,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,2/1/21,,,,,799,,,,115,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,3/1/21,,,,,675,,,,97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,4/1/21,,,,,592,,,,85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,5/1/21,5448,5448,,,533,0.08,0.08,,77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,6/1/21,7913,7913,,2465,472,0.11,0.11,,68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,7/1/21,11117,11117,,3204,920,0.16,0.16,,132,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,8/1/21,13355,13355,,2238,1231,0.19,0.19,,177,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,9/1/21,13473,13473,,118,1222,0.19,0.19,,176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,10/1/21,,,,,1246,,,,179,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,11/1/21,14161,14161,,,1270,0.2,0.2,,183,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,12/1/21,15780,15780,,1619,1476,0.23,0.23,,212,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,13/1/21,17038,17038,,1258,1304,0.25,0.25,,188,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,14/1/21,17686,17686,,648,938,0.25,0.25,,135,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,15/1/21,18126,18126,,440,682,0.26,0.26,,98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,16/1/21,18332,18332,,206,694,0.26,0.26,,100,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,17/1/21,18453,18453,,121,662,0.27,0.27,,95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,18/1/21,19638,18524,1114,1185,782,0.28,0.27,0.02,113,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,19/1/21,22226,19058,3168,2588,921,0.32,0.27,0.05,133,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,20/1/21,24127,19834,4293,1901,1013,0.35,0.29,0.06,146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,21/1/21,25251,20719,4532,1124,1081,0.36,0.3,0.07,156,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,22/1/21,26101,21496,4605,850,1139,0.38,0.31,0.07,164,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,23/1/21,26119,21509,4610,18,1112,0.38,0.31,0.07,160,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,24/1/21,26143,21533,4610,24,1099,0.38,0.31,0.07,158,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,25/1/21,26798,22129,4669,655,1023,0.39,0.32,0.07,147,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,26/1/21,29122,23667,5455,2324,985,0.42,0.34,0.08,142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,27/1/21,32917,25245,7672,3795,1256,0.47,0.36,0.11,181,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,28/1/21,37636,26753,10883,4719,1769,0.54,0.39,0.16,255,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
